Year,Month,State,City,Vicinity,Sucess,Suicide,Attack type,Target,Terrorist Group,No of terrorists,Weapon type,Killed,Wounded
1989,4,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1989,4,Jammu and Kashmir,srinagar,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1989,4,Bihar,Unknown,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,1,0
1989,4,Jammu and Kashmir,uri,0,1,0,Bombing,Military,Muslim Militants,0,Explosives,3,0
1989,4,Punjab,Tarn Taran,0,1,0,Assassination,Private Citizens,BTHK,0,Firearms,5,0
1989,4,Punjab,Kulian,0,1,0,Assassination,Private Citizens,Sikh Extremists,0,Firearms,4,0
1989,4,Punjab,Amritsar District,0,1,0,Armed Assault,Private Citizens,Sikh Extremists,0,Firearms,4,0
1989,4,Punjab,Gurdaspur,0,1,0,Kidnapping,Private Citizens,Sikh Extremists,0,Firearms,5,0
1989,4,Assam,Kokrajhar,0,1,0,Armed Assault,Police,Bodo Militants,0,Firearms,7,4
1989,4,Assam,Kokrajhar,1,1,0,Bombing,Police,Bodo Militants,0,Explosives,4,8
1989,4,Punjab,Amritsar,1,1,0,Assassination,Private Citizens,Sikh Extremists,0,Firearms,5,0
1989,4,Jammu and Kashmir,Jammu,0,1,0,Armed Assault,Educational Institution,Sikh Extremists,0,Firearms,0,2
1989,5,Orissa,Dharamgarh,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,1,0
1989,5,Assam,Unknown,0,1,0,Bombing,Transportation,Bodo Militants,0,Explosives,0,0
1989,5,Punjab,Ludhiana,0,1,0,Assassination,Government,Unknown,0,Unknown,2,1
1989,5,Punjab,Firozpur,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1989,5,Karnataka,Chitta,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,3,0
1989,5,Punjab,Sohal,0,1,0,Armed Assault,Police,Khalistan Commando Force,0,Firearms,2,0
1989,5,Unknown,Bushertala,0,1,0,Armed Assault,Police,Khalistan Commando Force,0,Firearms,2,0
1989,5,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Transportation,Muslim Militants,0,Explosives,1,9
1989,5,West Bengal,Gangarampur,0,1,0,Armed Assault,Transportation,Unknown,0,Firearms,3,3
1989,5,Unknown,Pulagahawella,0,1,0,Assassination,Educational Institution,Unknown,0,Firearms,2,0
1989,5,Unknown,Pulagahawella,0,1,0,Assassination,Educational Institution,Unknown,0,Firearms,2,0
1989,5,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Tourists,Unknown,0,Firearms,0,5
1989,5,Rajasthan,Gothra,0,1,0,Assassination,Business,Unknown,0,Firearms,1,0
1989,5,Kerala,Varkala,0,1,0,Assassination,Institutions,Unknown,0,Firearms,1,0
1989,5,Madhya Pradesh,Bhopal,0,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,2,0
1989,5,Punjab,Nakodar,1,1,0,Armed Assault,Police,Unknown,0,Firearms,2,0
1989,5,Punjab,Amritsar District,0,1,0,Armed Assault,Police,Unknown,0,Firearms,2,0
1989,5,Orissa,Kendumundi,0,1,0,Armed Assault,Private Citizens,Unknown,0,Firearms,8,15
1989,5,Punjab,Patiala,0,1,0,Assassination,Educational Institution,Unknown,0,Unknown,1,0
1989,5,Unknown,Chakania,0,1,0,Armed Assault,Violent Political Party,Unknown,0,Firearms,5,0
1989,5,Uttar Pradesh,Masapur,0,1,0,Assassination,Unknown,Unknown,0,Firearms,1,0
1989,5,Punjab,Chheharta,0,1,0,Assassination,Unknown,Unknown,0,Firearms,1,0
1989,5,Punjab,Amritsar,0,1,0,Assassination,Business,Unknown,0,Firearms,1,0
1989,5,Punjab,Balachaur,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,0
1989,5,Unknown,Mehanwana,0,1,0,Armed Assault,Police,Unknown,0,Firearms,5,0
1989,5,Unknown,Kler,0,1,0,Assassination,Private Citizens,Khalistan Commando Force,0,Firearms,6,0
1989,5,Punjab,Amritsar,0,1,0,Assassination,Private Citizens,Sikh Extremists,0,Firearms,2,1
1989,5,Punjab,Amritsar District,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,7,0
1989,5,Punjab,Kaler,0,1,0,Armed Assault,Private Citizens,Unknown,0,Firearms,6,0
1989,6,Punjab,Amritsar,0,1,0,Assassination,Business,Sikh Extremists,0,Firearms,1,0
1989,6,Punjab,Mohali,0,1,0,Assassination,Media,Sikh Extremists,0,Firearms,2,0
1989,6,Unknown,Samrawan,0,1,0,Armed Assault,Police,Unknown,0,Firearms,0,0
1989,6,Punjab,Unknown,0,1,0,Armed Assault,Transportation,Unknown,0,Firearms,3,0
1989,6,Punjab,Unknown,0,1,0,Hijacking,Transportation,Unknown,0,Firearms,2,2
1989,6,Unknown,Sudhpora,0,1,0,Bombing,Police,Unknown,0,Explosives,5,4
1989,6,Delhi,New Delhi,0,1,0,Bombing,Transportation,Sikh Extremists,0,Explosives,5,44
1989,6,Punjab,ludhiana,0,1,0,Bombing,Government,Unknown,0,Explosives,1,7
1989,6,Punjab,ludhiana,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,0
1989,6,Punjab,Amritsar District,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,7,0
1989,6,Assam,Unknown,0,1,0,Bombing,Transportation,Bodo Militants,0,Explosives,7,14
1989,6,Punjab,Unknown,0,1,0,Assassination,Military,Sikh Extremists,0,Firearms,1,0
1989,6,Punjab,Amritsar district,0,1,0,Assassination,Business,Sikh Extremists,0,Firearms,1,0
1989,6,Punjab,Amritsar district,0,1,0,Assassination,Institutions,Sikh Extremists,0,Firearms,1,0
1989,6,Unknown,Mirakut,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,1,0
1989,6,Punjab,Moga,0,1,0,Armed Assault,Government,Khalistan Commando Force,0,Firearms,27,22
1989,6,Assam,Barpeta,0,1,0,Bombing,Transportation,Bodo Militants,0,Explosives,0,0
1989,6,Jammu and Kashmir,Choon,0,1,0,Assassination,Business,Unknown,0,Firearms,1,0
1989,6,Assam,runikhata,0,1,0,Bombing,Police,Bodo Militants,0,Explosives,10,0
1989,6,Punjab,ludhiana,0,1,0,Bombing,Transportation,Sikh Extremists,0,Explosives,0,0
1989,6,Punjab,ludhiana,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,6
1989,6,Bihar,Darbhanga,0,1,0,Armed Assault,Police,Unknown,0,Firearms,2,1
1989,6,Chhattisgarh,Raipur,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,2,0
1989,6,Assam,Gossaigaon,0,1,0,Bombing,Private Citizens,Bodo Militants,0,Explosives,6,0
1989,6,Punjab,Amritsar District,0,1,0,Hijacking,Transportation,Unknown,0,Firearms, Incendiary,0
1989,7,Punjab,Amritsar,1,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,1,0
1989,7,Punjab,Jalandhar,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,1,0
1989,7,Punjab,Unknown,0,1,0,Armed Assault,Police,Unknown,0,Firearms,2,4
1989,7,Jharkhand,Guragaon,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,1,0
1989,7,Assam,kokrajhar district,0,1,0,Bombing,Police,Bodo Militants,0,Explosives,3,4
1989,7,Jammu and Kashmir,srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,6
1989,7,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Private Citizens,Muslim Separatists,0,Firearms,4,7
1989,7,Punjab,ludhiana,0,1,0,Bombing,Business,Unknown,0,Explosives,0,10
1989,7,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1989,7,Jharkhand,Loka,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,2,0
1989,7,Uttaranchal,Pahki,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,5,0
1989,7,Jammu and Kashmir,srinagar,0,1,0,Bombing,Tourists,Unknown,0,Explosives,0,0
1989,7,Punjab,Kang Araiyan,0,1,0,Armed Assault,Private Citizens,Unknown,0,Firearms,1,0
1989,7,Jammu and Kashmir,Bardum,0,1,0,Armed Assault,Police,Bodo Militants,0,Firearms,4,0
1989,7,Karnataka,Dakshin Kanengdesha,0,1,0,Armed Assault,Police,Bodo Militants,0,Firearms,2,0
1989,8,Punjab,Amritsar,0,1,0,Assassination,Violent Political Party,Sikh Extremists,0,Firearms,1,0
1989,8,Punjab,Hargobindpur,0,1,0,Assassination,Police,Sikh Extremists,0,Firearms,1,0
1989,8,Punjab,Jandiala district,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,1,0
1989,8,Punjab,Hargobindpur,0,1,0,Armed Assault,Private Citizens,Sikh Extremists,0,Firearms,1,0
1989,8,Jammu and Kashmir,Jammu,0,1,0,Armed Assault,Private Citizens,Sikh Extremists,0,Firearms,6,8
1989,8,Haryana,Yamunanagar,0,1,0,Assassination,Private Citizens,Sikh Extremists,0,Unknown,1,0
1989,8,Unknown,Singhbitia,0,1,0,Assassination,Government,Bodo Militants,0,Firearms,1,0
1989,8,Haryana,Karnal,0,1,0,Bombing,Transportation,Sikh Extremists,0,Explosives,13,45
1989,8,Rajasthan,Gujarpur,0,1,0,Unknown,Police,Sikh Extremists,0,Unknown,2,0
1989,8,Punjab,Patiala,0,1,0,Assassination,Government,Sikh Extremists,2,Firearms,2,0
1989,8,Punjab,Amritsar,1,1,0,Assassination,Private Citizens,Sikh Extremists,0,Firearms,1,0
1989,8,Assam,Udalguri,0,1,0,Bombing,Police,Unknown,0,Explosives,8,4
1989,8,Punjab,Firozpur district,0,1,0,Assassination,Violent Political Party,Unknown,2,Firearms,1,0
1989,8,Madhya Pradesh,Vijaypura,0,1,0,Unknown,Police,Sikh Extremists,0,Unknown,4,0
1989,8,Assam,Unknown,0,1,0,Bombing,Police,Bodo Militants,0,Explosives,11,0
1989,8,Punjab,Amritsar,0,1,0,Armed Assault,Military,Unknown,0,Firearms,2,0
1989,8,Unknown,Obuke,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,0
1989,8,Maharashtra,Kohali,0,1,0,Armed Assault,Police,Unknown,0,Firearms,4,0
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,27
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Private Citizens,Unknown,0,Explosives,0,0
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,25
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Facility,Business,Unknown,0,Incendiary,0,0
1989,8,Jammu and Kashmir,Anantnag,0,1,0,Bombing,Police,Unknown,0,Explosives,0,7
1989,8,Andhra Pradesh,Mahbubnagar district,0,1,0,Kidnapping,Government,PWG,0,Firearms,0,0
1989,8,Andhra Pradesh,Kuripeta,0,1,0,Assassination,Government,Bodo Militants,0,Firearms,1,0
1989,8,Punjab,Patiala,0,1,0,Assassination,Police,Unknown,0,Firearms,2,0
1989,8,Jammu and Kashmir,kangan,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Institutions,Unknown,0,Explosives,0,0
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Transportation,Muslim Militants,0,Explosives,0,0
1989,8,Assam,guwahati,0,1,0,Bombing,Business,Unknown,0,Explosives,0,1
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Police,Muslim Militants,0,Firearms,0,2
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Hijacking,Transportation,Muslim Militants,0,Explosives, Pistol,0
1989,8,Himachal Pradesh,chintpurani,0,1,0,Bombing,Transportation,Sikh Extremists,0,Explosives,16,20
1989,8,Punjab,Amritsar District,0,1,0,Armed Assault,Police,Unknown,0,Firearms,4,0
1989,8,Unknown,Dusibandh,0,1,0,Armed Assault,Police,Unknown,0,Firearms,3,0
1989,8,Punjab,Badhni Kalan,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,10,0
1989,8,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Government,Unknown,2,Firearms,0,0
1989,8,Punjab,Unknown,0,1,0,Armed Assault,Transportation,Khalistan Commando Force,12,Firearms,23,30
1989,8,Punjab,Amritsar,1,1,0,Bombing,Transportation,Sikh Extremists,0,Explosives,0,0
1989,8,Assam,Barpeta,0,1,0,Bombing,Transportation,Unknown,0,Explosives,6,0
1989,8,Punjab,Kabarwala,0,1,0,Armed Assault,Transportation,Sikh Extremists,0,Firearms,20,30
1989,8,Odisha,Barbil,0,1,0,Bombing,Transportation,Bodo Militants,0,Explosives,9,0
1989,9,Andhra Pradesh,Jagtial,0,1,0,Bombing,Private Citizens,Naxalites,0,Explosives,10,7
1989,9,Assam,Jamuguri,0,1,0,Bombing,Police,Bodo Militants,0,Explosives,0,2
1989,9,Punjab,Sharinwala,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,8,0
1989,9,Unknown,Bokhajhuli,0,1,0,Armed Assault,Private Citizens,Bodo Militants,0,Firearms,7,22
1989,9,Unknown,Gorkajuli,0,1,0,Armed Assault,Private Citizens,Bodo Militants,0,Melee, Spears,0
1989,9,Unknown,Nabuke,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,3,3
1989,9,Unknown,Golgoddam,0,1,0,Armed Assault,Police,PWG,0,Firearms,2,0
1989,9,Madhya Pradesh,Jhalewara,0,1,0,Armed Assault,Military,Unknown,0,Firearms,0,0
1989,9,Uttar Pradesh,Dhareli,0,1,0,Armed Assault,Police,Unknown,0,Firearms,5,0
1989,9,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,1,0
1989,9,Orissa,Burla,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,2,0
1989,9,Bihar,Mohammadpur,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,1,0
1989,9,Rajasthan,Rasulpur,0,1,0,Assassination,Private Citizens,Sikh Extremists,0,Firearms,7,0
1989,9,Punjab,Jalandhar,1,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,2,0
1989,9,Punjab,Makhu,1,1,0,Armed Assault,Police,Unknown,0,Firearms,2,0
1989,9,Haryana,Chang,0,1,0,Assassination,Police,Unknown,0,Firearms,2,0
1989,9,Punjab,Tarn Taran,0,1,0,Kidnapping,Police,Unknown,0,Firearms,0,0
1989,9,Unknown,Khangnadesian,0,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,1,0
1989,9,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Police,Jammu and Kashmir Liberation Front,0,Explosives,0,9
1989,9,Punjab,Sardulgarh,0,1,0,Armed Assault,Police,Unknown,0,Firearms,2,0
1989,9,Maharashtra,Ujani,1,1,0,Bombing,Airports,Unknown,0,Explosives,11,0
1989,9,Punjab,Jalandhar district,0,1,0,Armed Assault,Police,Unknown,0,Firearms,4,1
1989,9,Madhya Pradesh,khargone,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,1,0
1989,9,Madhya Pradesh,Khargone,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,2,18
1989,10,Unknown,Kotta Gol Shah,0,1,0,Bombing,Police,Unknown,0,Explosives,2,8
1989,10,Punjab,Amritsar district,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,1,2
1989,10,Delhi,Delhi,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,4,0
1989,10,Punjab,Firozpur district,0,1,0,Armed Assault,Police,Unknown,0,Firearms,2,4
1989,10,Punjab,Amritsar District,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,1
1989,10,Punjab,Amritsar,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,5,0
1989,10,Rajasthan,Rasulpur,0,1,0,Bombing,Military,Unknown,0,Explosives,0,2
1989,10,Assam,Nalbari District,0,1,0,Armed Assault,Private Citizens,Bodo Militants,0,Firearms,4,0
1989,10,Assam,Nalbari,0,1,0,Armed Assault,Private Citizens,Bodo Militants,0,Firearms,2,6
1989,10,Unknown,Mahisabari,0,1,0,Armed Assault,Government,Bodo Militants,0,Firearms,0,0
1989,10,Assam,Bhuragaon,0,1,0,Armed Assault,Private Citizens,Bodo Militants,0,Firearms,9,0
1989,10,Assam,nalbari district,0,1,0,Bombing,Police,Unknown,0,Explosives,10,0
1989,10,Assam,Gauhati,1,1,0,Bombing,Police,Bodo Militants,0,Explosives,10,0
1989,10,Punjab,Tarn Taran,0,0,0,Assassination,Business,Unknown,0,Firearms,0,3
1989,10,Punjab,Tarn Taran,0,1,0,Assassination,Police,Unknown,0,Firearms,1,0
1989,10,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Kashmiri extremists,0,Explosives,7,0
1989,10,Punjab,Amritsar,0,1,0,Armed Assault,Police,Unknown,0,Firearms,2,0
1989,10,West Bengal,Calcutta,1,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,1,2
1989,10,Unknown,Ratanhira,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,0
1989,10,Uttar Pradesh,Chola,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,4,0
1989,11,Delhi,new delhi,0,1,0,Bombing,Private Citizens,Sikh Extremists,0,Explosives,3,20
1989,11,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Government,Jammu and Kashmir Liberation Front,1,Firearms,1,0
1989,11,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1989,11,Punjab,Patiala,0,1,0,Armed Assault,Educational Institution,Sikh Extremists,5,Firearms,19,4
1989,11,Uttar Pradesh,Kasawal,0,1,0,Assassination,Business,Unknown,0,Firearms,1,0
1989,11,Maharashtra,Kohali,0,1,0,Armed Assault,Police,Unknown,0,Firearms,5,0
1989,11,Punjab,Firozpur district,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,0
1989,11,Punjab,Unknown,0,1,0,Assassination,Educational Institution,Sikh Extremists,0,Firearms,2,0
1989,11,Jammu and Kashmir,srinagar,0,1,0,Bombing,Business,ProPakistani extremists,0,Explosives,0,0
1989,11,Punjab,amritsar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,10,40
1989,11,Jammu and Kashmir,anantnag,0,1,0,Bombing,Government,ProPakistani extremists,0,Explosives,0,1
1989,11,Punjab,amritsar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,2,0
1989,11,Punjab,amritsar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,2,0
1989,11,Bihar,Unknown,0,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,1,1
1989,11,Andhra Pradesh,Unknown,0,1,0,Bombing,Government,Unknown,0,Explosives,4,0
1989,11,Jammu and Kashmir,Srinagar,0,0,0,Assassination,Business,Unknown,0,Firearms,0,2
1989,11,Karnataka,Bangalore,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1989,11,Delhi,New Delhi,0,1,0,Assassination,Government,Sikh Extremists,0,Melee,1,0
1989,11,Tripura,Unknown,0,1,0,Assassination,Government,Sikh Extremists,0,Explosives,1,0
1989,11,Punjab,Jalandhar,0,1,0,Assassination,Violent Political Party,Sikh Extremists,0,Firearms,2,0
1989,11,Tripura,Unknown,0,1,0,Bombing,Government,Communist Party of India,0,Explosives,1,2
1989,11,Jammu and Kashmir,Unknown,0,1,0,Bombing,Educational Institution,Unknown,0,Explosives,0,0
1989,11,Jammu and Kashmir,Unknown,0,1,0,Bombing,Educational Institution,Unknown,0,Explosives,0,0
1989,11,Jammu and Kashmir,Unknown,0,1,0,Bombing,Educational Institution,Unknown,0,Explosives,0,0
1989,11,Jammu and Kashmir,Unknown,0,1,0,Bombing,Educational Institution,Unknown,0,Explosives,0,0
1989,11,Jammu and Kashmir,Unknown,0,1,0,Bombing,Educational Institution,Unknown,0,Explosives,0,0
1989,11,Tamil Nadu,Unknown,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1989,11,Punjab,Amritsar District,0,1,0,Armed Assault,Military,Sikh Extremists,0,Firearms,2,0
1989,11,Punjab,Amritsar District,0,1,0,Armed Assault,Military,Sikh Extremists,10,Firearms,4,0
1989,11,Punjab,Unknown,0,1,0,Armed Assault,Military,Unknown,0,Firearms,3,0
1989,11,Tripura,agartala,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,3,0
1989,11,Punjab,Mann,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1989,11,Punjab,batala,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,1,10
1989,12,Jammu and Kashmir,Srinagar,0,0,0,Bombing,Business,Allah's Tigers,0,Explosives,0,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Violent Political Party,Unknown,0,Explosives,0,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Kidnapping,Government,Jammu and Kashmir Liberation Front,0,Unknown,0,0
1989,12,Punjab,Firozpur district,0,1,0,Armed Assault,Military,Unknown,0,Firearms,5,0
1989,12,Punjab,Dinanagar,0,1,0,Bombing,Transportation,Unknown,0,Explosives,2,15
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Airports,Unknown,0,Explosives,0,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Transportation,Jammu and Kashmir Liberation Front,0,Explosives,0,0
1989,12,Unknown,Palliwalli,0,1,0,Armed Assault,Private Citizens,Sikh Extremists,0,Firearms,6,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Business,Unknown,0,Explosives,1,5
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1989,12,Punjab,ludhiana,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,7
1989,12,Punjab,Ludhiana District,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,4,2
1989,12,Uttar Pradesh,Balia,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,3
1989,12,Andhra Pradesh,Ramadugu,1,1,0,Kidnapping,Government,Naxalites,0,Firearms,0,0
1989,12,West Bengal,Sohara,0,1,0,Assassination,Police,Unknown,0,Firearms,2,0
1989,12,Punjab,Amritsar,0,1,0,Kidnapping,Private Citizens,Unknown,4,Unknown,0,0
1989,12,Andhra Pradesh,Suravaram,0,1,0,Kidnapping,Government,Naxalites,0,Firearms,0,0
1989,12,Andhra Pradesh,Chevella,0,1,0,Kidnapping,Government,Unknown,0,Firearms,0,0
1989,12,Jammu and Kashmir,Anantnag,0,1,0,Assassination,Business,Unknown,0,Firearms,1,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Business,Unknown,0,Explosives,0,0
1989,12,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1989,12,Punjab,Amritsar,0,1,0,Armed Assault,Police,Sikh Extremists,0,Firearms,4,2
1989,12,Punjab,Bhatinda,1,1,0,Kidnapping,Government,Sikh Extremists,4,Firearms,1,0
1989,12,Jammu and Kashmir,Srinagar,0,0,0,Assassination,Police,Unknown,0,Firearms,0,1
1989,12,Jammu and Kashmir,Akhnoor,1,1,0,Armed Assault,Military,Unknown,0,Firearms,3,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Business,Unknown,0,Explosives,0,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,0
1990,1,Himachal Pradesh,Palampur,0,1,0,Bombing,Transportation,Sikh Extremists,0,Explosives,3,13
1990,1,Punjab,Makhu,0,1,0,Armed Assault,Private Citizens,Unknown,0,Firearms,2,4
1990,1,Maharashtra,Bhade,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,1,0
1990,1,Punjab,Batala district,0,1,0,Assassination,Private Citizens,Unknown,0,Firearms,1,0
1990,1,Unknown,Nahajia,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1990,1,Jammu and Kashmir,Sopore,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1990,1,Delhi,New Delhi,0,1,0,Bombing,Government,Jammu and Kashmir Liberation Front,0,Explosives,0,0
1990,1,Jammu and Kashmir,Baramulla,0,1,0,Bombing,Business,Unknown,0,Explosives,0,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Facility,Educational Institution,Unknown,0,Incendiary,0,0
1990,1,Jammu and Kashmir,Jammu,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1990,1,Jammu and Kashmir,Anantnag,0,1,0,Facility,Government,Unknown,0,Incendiary,0,0
1990,1,Jammu and Kashmir,Sopore,0,0,0,Facility,Business,Unknown,0,Incendiary,0,0
1990,1,Jammu and Kashmir,Anantnag,0,1,0,Armed Assault,Police,Unknown,0,Firearms,0,0
1990,1,Punjab,Bhodiwala,0,1,0,Assassination,Police,Sikh Extremists,0,Firearms,2,0
1990,1,Punjab,Bhodiwala,0,1,0,Assassination,Police,Sikh Extremists,0,Unknown,5,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Police,Sikh Extremists,0,Firearms,1,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Facility,Business,Unknown,0,Incendiary,0,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Facility,Government,Unknown,0,Incendiary,0,0
1990,1,Jammu and Kashmir,Srinagar,0,0,0,Facility,Educational Institution,Unknown,0,Incendiary,0,0
1990,1,Uttar Pradesh,Bharwar,0,1,0,Assassination,Government,Unknown,0,Firearms,1,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Police,Unknown,0,Firearms,1,0
1990,1,Punjab,Jalandhar,0,1,0,Assassination,Police,Sikh Extremists,0,Explosives,3,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Police,Jammu and Kashmir Liberation Front,0,Firearms,2,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Assassination,Police,HM,0,Melee,1,0
1990,1,Unknown,Bawianwali Balaggan,0,1,0,Armed Assault,Private Citizens,Sikh Extremists,15,Firearms,7,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,5
1990,1,Punjab,Amritsar,0,1,0,Assassination,Violent Political Party,Unknown,0,Firearms,1,0
1990,1,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Military,Muslim Militants,0,Firearms,4,9
1990,1,Andhra Pradesh,Unknown,0,1,0,Kidnapping,Government,Naxalites,0,Unknown,0,0
1990,2,Jammu and Kashmir,Srinagar,0,1,0,Armed Assault,Business,Muslim Militants,0,Firearms,2,1
1990,2,Jammu and Kashmir,Sopore,0,1,0,Bombing,Private Citizens,Unknown,0,Explosives,0,0
1990,2,Jammu and Kashmir,Sopore,0,1,0,Bombing,Educational Institution,Unknown,0,Explosives,0,0
1990,2,Punjab,Amritsar,0,1,0,Bombing,Government,Unknown,0,Explosives,0,0
1990,2,Punjab,Amritsar,0,1,0,Bombing,Transportation,Unknown,0,Explosives,0,1
1990,2,Punjab,Amritsar,1,1,0,Armed Assault,Transportation,Sikh Extremists,0,Firearms,6,0
1990,2,Uttaranchal,Haldwani,0,1,0,Bombing,Business,Unknown,0,Explosives,5,36
1990,2,Jammu and Kashmir,Srinagar,0,1,0,Bombing,Private Citizens,Jammu and Kashmir Liberation Front,0,Explosives,2,0
